protein1	protein2	neighborhood	coexpression	experimental	combined
SIN3A	SUDS3	0.0	0.184	0.96	0.9645094331621507
SIN3A	SAP30	0.0	0.085	0.871	0.871656585272502
SIN3A	SAP130	0.0	0.234	0.854	0.8783969659044821
SIN3A	ING2	0.0	0.062	0.863	0.8602711157455682
SIN3A	PHF12	0.0	0.108	0.974	0.9747825604747733
SIN3A	MXD1	0.0	0.063	0.986	0.9857363585852051
SIN3A	HBP1	0.0	0.061	0.971	0.970390820295298
SMARCD1	HMGB1	0.0	0.074	0.836	0.8348731788522324
SMARCD1	PHF10	0.0	0.061	0.875	0.8723742254107675
SMARCD1	BCL7C	0.0	0.064	0.834	0.8310544634498266
SMARCD1	DPF1	0.0	0.078	0.811	0.8105234314941812
SMARCD1	NCOR1	0.0	0.071	0.812	0.8100950220783075
SMARCD1	ACTL6A	0.0	0.154	0.894	0.9024922772135121
SMARCD1	BCL7B	0.0	0.064	0.837	0.8341076960380828
SMARCD1	BRD9	0.0	0.128	0.813	0.8226950431725782
SMARCD1	ARID1A	0.0	0.084	0.859	0.8595643489427313
SMARCD1	CDC5L	0.0	0.239	0.98	0.9834507834781843
SMARCD1	MDC1	0.0	0.098	0.856	0.8587684207893823
SMARCD1	DPF2	0.0	0.114	0.836	0.8420060868931727
SMARCD1	SS18L1	0.0	0.062	0.829	0.8255938743977531
SMARCD1	BRD7	0.0	0.111	0.81	0.816338491281216
SMARCD1	RBBP5	0.0	0.071	0.812	0.8100950220783075
SMARCD1	SMARCC2	0.0	0.129	0.91	0.9147639235778493
SMARCD1	ARID2	0.0	0.064	0.862	0.8595513009402173
SMARCD1	DPF3	0.0	0.078	0.815	0.8145335176001243
SMARCD1	ACTL6B	0.0	0.13	0.857	0.8647248339369846
SMARCD1	PBRM1	0.0	0.115	0.918	0.9210922047970981
SMARCD1	SMARCD2	0.0	0.104	0.83	0.8343773547567037
SMARCD1	SMARCC1	0.0	0.134	0.91	0.915253223672121
SMARCD1	TBL1X	0.0	0.063	0.867	0.8644954065594483
SMARCD1	BCL7A	0.0	0.064	0.835	0.8320722076459119
SMARCD1	SMARCA4	0.0	0.117	0.933	0.9356722602728555
SMARCD1	SS18	0.0	0.061	0.845	0.8417440395093516
SMARCD1	SMARCA2	0.0	0.094	0.929	0.9300561825241579
SMARCD1	SMARCE1	0.0	0.183	0.849	0.8658589228221524
SMARCD1	TBL1XR1	0.0	0.063	0.867	0.8644954065594483
SMARCD1	SMARCB1	0.0	0.19	0.927	0.9357059676126832
SMARCD1	ARID1B	0.0	0.062	0.945	0.943904462525593
NXF3	NXT2	0.0	0.077	0.844	0.843437017835532
FZR1	CDK1	0.0	0.188	0.778	0.8039929062359666
FZR1	PTTG1	0.0	0.177	0.993	0.9937358714597779
FZR1	CDC26	0.0	0.0	0.994	0.9934759987430425
FZR1	CDC16	0.0	0.095	0.998	0.9980319262874844
FZR1	ANAPC15	0.0	0.061	0.904	0.9019834051154694
FZR1	ANAPC13	0.0	0.0	0.914	0.9064893153169414
FZR1	ANAPC11	0.0	0.063	0.997	0.9969435054111153
FZR1	NEK2	0.0	0.206	0.993	0.9939566001689716
FZR1	CDC23	0.0	0.082	0.996	0.9960073112307419
FZR1	CCNB2	0.0	0.461	0.71	0.8300388939208269
FZR1	BUB1B	0.0	0.232	0.806	0.8379960007872296
FZR1	ANAPC2	0.0	0.204	0.994	0.9948068949994617
FZR1	UBE2S	0.0	0.09	0.993	0.9930736853321968
FZR1	CCNB1	0.0	0.461	0.997	0.9982417816612499
FZR1	ANAPC1	0.0	0.065	0.998	0.9979666862749149
FZR1	TP53	0.0	0.063	0.993	0.9928681792926025
FZR1	ANAPC5	0.0	0.064	0.994	0.9938935348234877
FZR1	MAD2L1	0.0	0.341	0.737	0.8115466123579808
FZR1	CDK2	0.0	0.188	0.798	0.8216512029714651
FZR1	ANAPC10	0.0	0.085	0.998	0.998010179616628
FZR1	ANAPC4	0.0	0.063	0.998	0.9979623369407435
FZR1	PLK1	0.0	0.449	0.994	0.9964052753074164
FZR1	ANAPC7	0.0	0.114	0.994	0.9942197348863356
FZR1	TRIM33	0.0	0.061	0.993	0.992852956623003
FZR1	CDC27	0.0	0.176	0.996	0.9964161486428447
FZR1	DCPS	0.0	0.063	0.837	0.8339304606706021
PFDN6	VBP1	0.0	0.847	0.962	0.9936782427820081
PFDN6	PFDN1	0.0	0.767	0.974	0.9934129333975585
PFDN6	TUBA3E	0.0	0.048	0.899	0.8954507051901692
PFDN6	PFDN2	0.0	0.878	0.984	0.9978775249244032
PFDN6	SLMAP	0.0	0.0	0.885	0.8749566425749797
PFDN6	PFDN4	0.0	0.292	0.968	0.9753653712537281
PFDN6	PFDN5	0.042	0.977	0.981	0.99954479216163
PFDN6	PSMA2	0.0	0.858	0.0	0.8455986369186707
SULT1A3	SULT4A1	0.0	0.0	0.823	0.8075419629197514
SULT1A3	SULT1A2	0.0	0.078	0.86	0.859646986291986
SULT1A3	SULT1A4	0.0	0.132	0.8	0.8112388969653609
SULT1A3	SULT1C2	0.0	0.064	0.869	0.866675510312815
SULT1A3	SULT1A1	0.0	0.0	0.933	0.9271486526306405
AFF1	ELL3	0.0	0.0	0.853	0.8401619692045393
TIMM9	TIMM8B	0.0	0.525	0.855	0.9251099022378412
TIMM9	SEC61G	0.0	0.823	0.0	0.8075419629197514
TIMM9	TIMM8A	0.0	0.664	0.895	0.9616388726090894
TIMM9	TIMM13	0.0	0.738	0.876	0.9646747078606605
TIMM9	HTRA2	0.0	0.064	0.815	0.8117173237242041
TIMM9	TIMM10	0.0	0.809	0.998	0.9995846385866403
AC093512.2	ALDOC	0.0	0.111	0.809	0.8153718517616435
AC093512.2	CKMT2	0.0	0.085	0.807	0.8079823330045962
AC093512.2	GAPDH	0.11	0.747	0.44	0.8628924594506139
CDK1	STMN1	0.0	0.782	0.379	0.8527989596392662
CDK1	MCM5	0.0	0.937	0.157	0.9422528028740401
CDK1	MCM6	0.0	0.937	0.157	0.9422528028740401
CDK1	TOP2A	0.0	0.986	0.386	0.9906532808658655
CDK1	KIF15	0.0	0.849	0.157	0.8615900513330165
CDK1	NDC80	0.0	0.982	0.0	0.9804279962291274
CDK1	PTTG1	0.0	0.942	0.379	0.9608364204544836
CDK1	H2AFZ	0.0	0.803	0.085	0.804002692237852
CDK1	CKAP2	0.0	0.948	0.0	0.9434586557730343
CDK1	DTL	0.0	0.855	0.0	0.8423366362901918
CDK1	PCLAF	0.0	0.942	0.0	0.9369346545160767
CDK1	RACGAP1	0.0	0.955	0.358	0.9685869339477492
CDK1	CENPN	0.0	0.827	0.0	0.8118912970910566
CDK1	CENPF	0.0	0.859	0.0	0.8466859704614969
CDK1	SLBP	0.0	0.828	0.361	0.8804933449750512
CDK1	UBE2T	0.0	0.801	0.1	0.8052585624798164
CDK1	ERCC2	0.0	0.062	0.878	0.875569898693134
CDK1	CDCA8	0.0	0.971	0.0	0.9684673272580383
CDK1	FZR1	0.0	0.188	0.778	0.8039929062359666
CDK1	CDC6	0.0	0.815	0.72	0.9436761224815996
CDK1	HJURP	0.0	0.836	0.0	0.821677298976493
CDK1	ANLN	0.0	0.864	0.0	0.8521226381756283
CDK1	RAD51	0.0	0.808	0.164	0.8254699183738708
CDK1	ASPM	0.0	0.99	0.057	0.9897464446911483
CDK1	NCAPG	0.0	0.992	0.326	0.9941370975370808
CDK1	KIF20A	0.0	0.963	0.157	0.9660849794657059
CDK1	NCAPD3	0.0	0.855	0.0	0.8423366362901918
CDK1	CDC5L	0.0	0.064	0.982	0.9816806044704631
CDK1	KIF14	0.0	0.796	0.157	0.813009075973082
CDK1	DLGAP5	0.0	0.991	0.32	0.9933455187179032
CDK1	SGO1	0.0	0.85	0.084	0.8506003712156716
CDK1	TK1	0.0	0.781	0.379	0.8521237255091711
CDK1	PKMYT1	0.0	0.55	0.882	0.9422625888759255
CDK1	CDC20	0.0	0.982	0.82	0.996477039321243
CDK1	NUSAP1	0.0	0.992	0.0	0.9913013316573899
CDK1	CCNA2	0.0	0.986	0.77	0.9964987859920994
CDK1	ESCO2	0.0	0.92	0.185	0.9291058530077276
CDK1	EXO1	0.0	0.857	0.101	0.8602156617348842
CDK1	PBK	0.0	0.99	0.412	0.9936064787681815
CDK1	TRIP13	0.0	0.959	0.082	0.9590749401151051
CDK1	CENPE	0.0	0.97	0.174	0.9730558748087651
CDK1	KIFC1	0.0	0.813	0.157	0.828591652975325
CDK1	NEK2	0.0	0.922	0.0	0.9151879836595516
CDK1	CCNA1	0.0	0.728	0.538	0.8633613176742806
CDK1	PRC1	0.0	0.967	0.47	0.9809825363359687
CDK1	CHEK1	0.0	0.853	0.331	0.8930683573978369
CDK1	KIF4A	0.0	0.935	0.157	0.9404195585208349
CDK1	NCAPD2	0.0	0.895	0.32	0.9223643850422049
CDK1	RFC4	0.0	0.982	0.05	0.9814065964176709
CDK1	AURKA	0.0	0.965	0.88	0.9954331991201297
CDK1	ECT2	0.0	0.957	0.393	0.9716195071986917
CDK1	CCNB2	0.0	0.993	0.966	0.9997412146168074
CDK1	SKP2	0.0	0.351	0.733	0.8115835816984367
CDK1	CDKN1B	0.0	0.051	0.9	0.8968120467857876
CDK1	RPA2	0.0	0.814	0.52	0.9029228612964711
CDK1	CDCA5	0.0	0.752	0.294	0.8096209446536353
CDK1	FANCI	0.0	0.84	0.0	0.8260266331477979
CDK1	CENPU	0.0	0.821	0.0	0.8053672958340989
CDK1	MCM10	0.0	0.841	0.0	0.8271139666906242
CDK1	INCENP	0.0	0.857	0.294	0.8902249801833462
CDK1	GINS1	0.0	0.838	0.0	0.8238519660621454
CDK1	BUB1B	0.0	0.94	0.345	0.9572677917669278
CDK1	CCNB3	0.0	0.917	0.795	0.9814990197688112
CDK1	FBXO5	0.0	0.814	0.379	0.8744064518023096
CDK1	CKAP2L	0.0	0.863	0.0	0.851035304632802
CDK1	SHCBP1	0.0	0.881	0.0	0.8706073084036748
CDK1	FOXM1	0.0	0.84	0.424	0.8997913406931316
CDK1	HMMR	0.0	0.926	0.0	0.9195373178308567
CDK1	CKS1B	0.0	0.98	0.989	0.9997607866205782
CDK1	TPX2	0.0	0.925	0.0	0.9184499842880304
CDK1	MCM7	0.0	0.956	0.157	0.9596686242294882
CDK1	CDKN3	0.0	0.913	0.458	0.9487278741215704
CDK1	CCNB1	0.0	0.969	0.999	0.9999662926601723
CDK1	SPC25	0.0	0.919	0.0	0.9119259830310728
CDK1	GMNN	0.0	0.852	0.696	0.9510786892411608
CDK1	MKI67	0.0	0.841	0.379	0.8926377733148777
CDK1	TYMS	0.0	0.981	0.0	0.979340662686301
CDK1	OIP5	0.0	0.861	0.0	0.8488606375471495
CDK1	CDKN1C	0.0	0.062	0.866	0.8633308723350813
CDK1	MELK	0.0	0.978	0.124	0.9790449079626523
CDK1	CDCA3	0.0	0.942	0.0	0.9369346545160767
CDK1	AURKB	0.0	0.963	0.399	0.9758209640081723
CDK1	DUT	0.0	0.936	0.379	0.956785015673913
CDK1	RRM2	0.0	0.972	0.379	0.9810934443573368
CDK1	NCAPH	0.0	0.745	0.32	0.811456363673926
CDK1	DEPDC1	0.0	0.852	0.0	0.839074635661713
CDK1	TTK	0.0	0.989	0.314	0.9917949810858331
CDK1	CDKN1A	0.0	0.051	0.858	0.8534731064358184
CDK1	ARHGAP11A	0.0	0.896	0.073	0.8951723478032058
CDK1	MAD2L1	0.0	0.991	0.175	0.9919265484445151
CDK1	FEN1	0.0	0.849	0.362	0.8952484611512035
CDK1	KIF23	0.0	0.982	0.157	0.9835008008211543
CDK1	CDK2	0.0	0.684	0.819	0.937808870684509
CDK1	TCF19	0.0	0.858	0.0	0.8455986369186707
CDK1	CDC45	0.0	0.891	0.0	0.8814806438319374
CDK1	MCM2	0.0	0.947	0.157	0.9514190246400653
CDK1	KNTC1	0.0	0.851	0.0	0.8379873021188867
CDK1	BUB3	0.0	0.867	0.08	0.8669538676997784
CDK1	RAD51AP1	0.0	0.849	0.0	0.8358126350332343
CDK1	ANAPC4	0.0	0.062	0.993	0.9928605679578028
CDK1	UBE2C	0.0	0.978	0.1	0.97847079585204
CDK1	PLK1	0.0	0.963	0.267	0.9705104269850089
CDK1	BUB1	0.0	0.988	0.575	0.994454598931586
CDK1	CEP55	0.0	0.933	0.305	0.9493683135782951
CDK1	PCNA	0.0	0.983	0.756	0.9954897404643567
CDK1	CDC25A	0.0	0.573	0.571	0.8008189796244567
CDK1	SMC4	0.0	0.906	0.328	0.9313153147667507
CDK1	CDK3	0.0	0.555	0.826	0.9158077637789626
CDK1	SMC2	0.0	0.929	0.178	0.9365410397735737
CDK1	KIF11	0.0	0.988	0.457	0.9929149346349441
CDK1	CENPA	0.0	0.82	0.157	0.8350080082115428
CDK1	KIF2C	0.0	0.901	0.157	0.9092544045163486
CDK1	ZWINT	0.0	0.843	0.0	0.8292886337762767
CDK1	KPNA2	0.0	0.949	0.262	0.9590749401151051
CDK1	CKS2	0.0	0.965	0.951	0.998135222974053
CDK1	NUF2	0.0	0.969	0.0	0.9662926601723858
CDK1	GINS2	0.0	0.921	0.0	0.9141006501167253
CDK1	CDT1	0.0	0.687	0.861	0.9526933795522577
CDK1	BIRC5	0.0	0.967	0.379	0.9777172737068615
CDK1	RRM1	0.0	0.955	0.054	0.9537122110818859
CDK1	SPAG5	0.0	0.846	0.379	0.8960139439653533
CDK1	TACC3	0.0	0.958	0.0	0.9543319912012969
CDK1	PLK2	0.0	0.819	0.267	0.8557401968726112
CDK1	EPHB2	0.0	0.817	0.093	0.8195232912281539
CDK1	SPC24	0.0	0.877	0.0	0.8662579742323697
CDK1	CDC25C	0.0	0.702	0.571	0.8609931052180048
CDK1	MCM3	0.0	0.927	0.157	0.9330865811080147
CDK1	MCM4	0.0	0.943	0.478	0.9676474777667473
CDK1	SCML2	0.0	0.096	0.86	0.8623870668199082
CDK1	RFC3	0.0	0.956	0.058	0.954932199316937
CDK1	PLK4	0.0	0.817	0.261	0.8529522736688046
SEC31A	SEC23A	0.0	0.502	0.944	0.9696764421576611
SEC31A	SEC13	0.0	0.202	0.96	0.9652923133129856
SEC31A	SEC23B	0.0	0.505	0.941	0.9682444238817589
SEC31A	SEC24B	0.0	0.484	0.876	0.9304280505958045
CRCP	POLR3D	0.0	0.062	0.964	0.9632829209258427
CRCP	POLR3K	0.0	0.143	0.974	0.9757720339987451
CRCP	POLR3A	0.0	0.063	0.966	0.9653597279926408
CRCP	POLR2F	0.0	0.145	0.942	0.9460791296112456
CRCP	POLR3B	0.0	0.079	0.987	0.9869813554917412
CRCP	POLR3C	0.0	0.099	0.962	0.9627718741607144
CRCP	POLR1C	0.0	0.063	0.97	0.9694350541111537
CRCP	POLR3E	0.0	0.082	0.972	0.9720511786151936
CRCP	POLR3GL	0.0	0.062	0.848	0.8449723327980028
CRCP	POLR3H	0.0	0.124	0.983	0.9838074288802313
CRCP	BCCIP	0.0	0.064	0.842	0.8391964170185097
CRCP	POLR3F	0.0	0.116	0.981	0.9817371458146901
CRCP	POLR1D	0.0	0.188	0.958	0.9629175768554531
CRCP	POLR2H	0.0	0.142	0.964	0.9664144415291823
MVP	CDC5L	0.0	0.0	0.98	0.9782533291434747
PPP1CB	PPP1CA	0.0	0.071	0.885	0.8838347209521563
PPP1CB	INTS6	0.0	0.0	0.993	0.9923886652002162
PPP1CB	OGT	0.0	0.0	0.951	0.946720656401513
PPP1CB	CPSF1	0.0	0.063	0.829	0.8257798084335765
PPP1CB	PPP1R12B	0.0	0.0	0.866	0.8542973052612808
PPP1CB	PPP1R16B	0.0	0.0	0.884	0.8738693090321535
PPP1CB	PPP1R12A	0.0	0.172	0.846	0.8613519252871376
PPP1CB	SSU72	0.0	0.0	0.828	0.8129786306338829
PPP1CB	INTS1	0.0	0.0	0.993	0.9923886652002162
PPP1CB	PPP1R2	0.0	0.096	0.951	0.9518354733869678
PPP1CB	PPP1R11	0.0	0.063	0.956	0.9551714126963589
PPP1CB	WDR5	0.0	0.0	0.817	0.8010179616627938
PPP1CB	SH2D4A	0.0	0.0	0.847	0.8336379679475818
PPP1CB	PPP1CC	0.0	0.128	0.986	0.986725832109177
PPP1CB	TPRN	0.0	0.0	0.859	0.8466859704614969
PPP1CB	PPP1R18	0.0	0.0	0.86	0.8477733040043232
PPP1CB	PPP1R7	0.0	0.099	0.975	0.9755078119478383
PPP1CB	HCFC1	0.0	0.0	0.943	0.938021988058903
PHF20L1	GATAD2B	0.0	0.0	0.845	0.8314633008619292
PHF20L1	HDAC2	0.0	0.0	0.825	0.809716630005404
PHF20L1	CHD4	0.0	0.064	0.825	0.8218947656850581
PHF20L1	MBD3	0.0	0.0	0.82	0.8042799622912725
PHF20L1	BCL11A	0.0	0.0	0.829	0.8140659641767091
PHF20L1	CHD3	0.0	0.064	0.831	0.8280012308615704
PHF20L1	MBD2	0.0	0.0	0.864	0.8521226381756283
HLA-DRA	CD4	0.0	0.201	0.8	0.8262440998563633
HLA-DRA	INS	0.0	0.0	0.847	0.8336379679475818
HLA-DRA	HLA-DRB5	0.0	0.709	0.931	0.9781674297935915
HLA-DRA	HLA-DMB	0.0	0.819	0.76	0.9527662308996271
HLA-DRA	HLA-DMA	0.0	0.479	0.87	0.9263548991443773
HLA-DRA	CD74	0.0	0.924	0.889	0.9908272542327177
HLA-DRA	MLANA	0.0	0.0	0.83	0.8151532977195354
HLA-DRA	HLA-DRB1	0.0	0.876	0.931	0.9906967742075785
HLA-DRA	HIST3H2BB	0.0	0.0	0.824	0.8086292964625778
HLA-DRA	PMEL	0.0	0.0	0.83	0.8151532977195354
HLA-DRA	HIST1H2BL	0.0	0.0	0.817	0.8010179616627938
HLA-DRA	ENO1	0.0	0.0	0.831	0.8162406312623616
HLA-DRA	TPI1	0.0	0.0	0.83	0.8151532977195354
CHCHD2	ATP5MC3	0.0	0.832	0.0	0.8173279648051878
CHCHD2	NDUFA8	0.0	0.225	0.866	0.8870804115774926
CHCHD2	CHCHD6	0.0	0.064	0.976	0.9755741392939509
CHCHD2	CHCHD10	0.0	0.83	0.187	0.8497196310459822
LAT	CCNE2	0.0	0.0	0.878	0.8673453077751959
LAT	CDC5L	0.0	0.0	0.98	0.9782533291434747
LAT	ORC4	0.0	0.0	0.869	0.8575593058897596
LAT	ORC6	0.0	0.0	0.827	0.8118912970910566
LAT	ORC5	0.0	0.0	0.869	0.8575593058897596
LAT	CDC6	0.0	0.0	0.869	0.8575593058897596
LAT	CDC45	0.0	0.0	0.878	0.8673453077751959
SOCS4	ELOC	0.0	0.0	0.974	0.9717293278865171
SOCS4	ELOB	0.0	0.0	0.914	0.9064893153169414
WDR6	FTSJ1	0.0	0.17	0.796	0.8158926845286573
DHRS7B	RAB1B	0.0	0.046	0.828	0.8215816136247243
DHRS7B	RAB7A	0.0	0.042	0.87	0.8645834805764172
COBL	PACSIN1	0.0	0.139	0.819	0.8305488533524124
COBL	PACSIN3	0.0	0.088	0.859	0.8601776050608851
COBL	PACSIN2	0.0	0.0	0.869	0.8575593058897596
ATXN2L	PABPC1	0.0	0.228	0.836	0.8623348748098525
ATXN2L	PABPC4	0.0	0.117	0.835	0.8415809394779277
ATXN2L	NUFIP2	0.0	0.086	0.855	0.8558956855692353
ATXN2L	LSM12	0.0	0.087	0.941	0.9414286040485776
ATXN2L	G3BP2	0.0	0.398	0.855	0.9050866550466955
ATXN2L	SLC9A3R2	0.0	0.0	0.86	0.8477733040043232
MFAP4	SFTPD	0.0	0.0	0.865	0.8532099717184545
SNTB1	DMD	0.0	0.055	0.85	0.8458704703043772
SNTB1	SNTG2	0.0	0.062	0.834	0.8306934687136083
SULT1A1	STAM	0.0	0.0	0.82	0.8042799622912725
SULT1A1	SULT4A1	0.0	0.0	0.823	0.8075419629197514
SULT1A1	SULT1A2	0.0	0.878	0.827	0.9770507382451089
SULT1A1	SULT1C2	0.0	0.064	0.869	0.866675510312815
SULT1A1	SRXN1	0.0	0.0	0.817	0.8010179616627938
SULT1A1	STMN2	0.0	0.0	0.819	0.8031926287484463
SULT1A1	SNCG	0.0	0.0	0.819	0.8031926287484463
SULT1A1	UBA2	0.0	0.0	0.828	0.8129786306338829
SULT1A1	SULT1A3	0.0	0.0	0.933	0.9271486526306405
MAPK8	MAPK8IP1	0.0	0.063	0.822	0.8186479877261789
MAPK8	DUSP8	0.0	0.062	0.865	0.8623109534719103
MAPK8	MAP2K4	0.0	0.102	0.826	0.8301019592663108
MAPK8	MAP3K1	0.0	0.0	0.863	0.851035304632802
MAPK8	NFATC3	0.0	0.057	0.972	0.9712900451352152
MAPK8	DUSP16	0.0	0.062	0.972	0.9714422718312109
SULT1A2	SULT1A1	0.0	0.878	0.827	0.9770507382451089
SULT1A2	SULT1A3	0.0	0.078	0.86	0.859646986291986
PURB	PURA	0.0	0.103	0.936	0.93757835597343
CAMK2B	CALM2	0.0	0.062	0.862	0.8592511968823973
CAMK2B	CAMK2G	0.0	0.061	0.958	0.9571177397380178
CAMK2B	CAMK2A	0.0	0.326	0.979	0.984609881034837
CAMK2B	ZNF843	0.0	0.0	0.818	0.80210529520562
CAMK2B	CAMK2D	0.0	0.0	0.99	0.9891266645717374
CAMK2B	CALM1	0.0	0.121	0.792	0.8012006336979888
CAMK2B	CALM3	0.0	0.062	0.862	0.8592511968823973
MTHFD2L	GART	0.37	0.73	0.0	0.8150445643652527
CXCL1	CXCL6	0.0	0.647	0.667	0.8721850293743156
CXCL1	CXCL8	0.0	0.842	0.0	0.8282013002334505
IL4R	IL4	0.0	0.0	0.93	0.9238866520021617
IL4R	IL2RG	0.0	0.227	0.87	0.8907338522813888
IL4R	IL13	0.0	0.0	0.87	0.8586466394325858
IL4R	IL13RA1	0.0	0.086	0.877	0.877759788448386
AFP	AMBP	0.0	0.842	0.0	0.8282013002334505
AFP	APOA2	0.0	0.875	0.0	0.8640833071467172
AFP	AHSG	0.0	0.958	0.0	0.9543319912012969
TNRC6A	AGO1	0.0	0.062	0.811	0.8072353348606746
CAST	CAPN1	0.0	0.062	0.873	0.8704703043772786
CAST	CAPN2	0.0	0.11	0.831	0.8364541618235017
CAST	CAPN8	0.0	0.055	0.936	0.9342380673298677
POLM	PCNA	0.0	0.0	0.827	0.8118912970910566
CDKL1	CDKL4	0.0	0.0	0.823	0.8075419629197514
RAE1	CCS	0.0	0.072	0.859	0.8577245805882692
RAE1	NUP54	0.0	0.175	0.954	0.9587356920497433
RAE1	NXF1	0.0	0.063	0.821	0.8176291561965506
RAE1	NUP98	0.0	0.101	0.919	0.9208214587449344
RAE1	BUB1B	0.0	0.085	0.85	0.8507634712470955
VCPKMT	VCP	0.0	0.052	0.874	0.8701201829764886
VCPKMT	UBXN6	0.0	0.0	0.933	0.9271486526306405
ATP6V1C1	ATP6V1F	0.0	0.309	0.736	0.8016442657834619
ATP6V1C1	ATP6V1D	0.0	0.649	0.737	0.8996249786610793
ATP6V1C1	ATP6V1E1	0.0	0.47	0.828	0.9008786742359579
ATP6V1C1	ATP6V1E2	0.0	0.458	0.731	0.8414689441230165
ATP6V1C1	ATP6V0D1	0.0	0.516	0.721	0.8531708277109127
ATP6V1C1	ATP6V1B1	0.0	0.328	0.925	0.9451983894415564
ATP6V1C1	ATP6V1A	0.0	0.538	0.761	0.8799388048682097
ATP6V1C1	ATP6V0D2	0.0	0.516	0.721	0.8531708277109127
ATP6V1C1	ATP6V1B2	0.0	0.332	0.73	0.8038885222158553
ATP6V1C1	ATP6V1H	0.0	0.69	0.735	0.9106755494568226
BMP7	NOG	0.0	0.0	0.964	0.9608559924582544
MYL3	MYL2	0.0	0.474	0.8	0.8856125112946772
MYL3	MYH7	0.0	0.392	0.859	0.9067850700405902
UBFD1	PSMC2	0.0	0.578	0.715	0.8692263948042854
UBFD1	PSMD4	0.0	0.53	0.705	0.8492412042871387
UBFD1	PSMC3	0.0	0.652	0.603	0.8497783470572948
UBFD1	PSMD3	0.0	0.643	0.73	0.8951919198069765
UBFD1	PSMD12	0.0	0.659	0.707	0.8913612437355996
UBFD1	PSMC4	0.0	0.658	0.553	0.8337749719739779
UBFD1	PSMD6	0.0	0.517	0.73	0.8582008326800271
UBFD1	PSMC1	0.0	0.655	0.73	0.8987148804857336
UBFD1	PSMC6	0.0	0.634	0.674	0.8702637110041417
UBFD1	PSMD2	0.0	0.341	0.73	0.8065307427249231
GLI3	SUFU	0.0	0.049	0.822	0.8159383525374558
ELP4	ELP2	0.0	0.062	0.981	0.9806215415997503
ELP4	ELP6	0.0	0.099	0.857	0.8599046843416358
ELP4	ELP3	0.0	0.076	0.98	0.9799060761285707
ELP4	ELP1	0.0	0.16	0.981	0.9826461566564929
ELP4	PIPOX	0.0	0.055	0.933	0.9311554767359553
YWHAZ	ITGA4	0.0	0.0	0.949	0.9445459893158606
YWHAZ	MAPT	0.0	0.052	0.868	0.8639354297848928
YWHAZ	LRRK2	0.0	0.062	0.825	0.821514198945069
YWHAZ	CBY1	0.0	0.0	0.974	0.9717293278865171
YWHAZ	YWHAG	0.0	0.174	0.886	0.8976123242733078
YWHAZ	RAF1	0.0	0.0	0.974	0.9717293278865171
YWHAZ	CFTR	0.0	0.0	0.857	0.8445113033758445
YWHAZ	YWHAE	0.0	0.153	0.851	0.862775244894697
YWHAZ	YWHAB	0.0	0.206	0.993	0.9939566001689716
YWHAZ	YWHAH	0.0	0.371	0.964	0.9753784192562421
YWHAZ	PPP1CC	0.0	0.064	0.865	0.8626045335284734
YWHAZ	PRKCE	0.0	0.0	0.974	0.9717293278865171
YWHAZ	CDC25C	0.0	0.061	0.915	0.9132144732793219
NFATC2	JUN	0.0	0.0	0.899	0.8901793121745475
NFATC2	FOXP3	0.0	0.08	0.889	0.8889614986065821
NFATC2	FOXP2	0.0	0.0	0.861	0.8488606375471495
RPS29	RPL28	0.0	0.988	0.835	0.997847079585204
RPS29	RPLP2	0.0	0.983	0.8	0.9963030659543908
RPS29	IMP3	0.167	0.524	0.558	0.8094376898076616
RPS29	RPS4X	0.219	0.992	0.841	0.998919808063883
RPS29	EIF3C	0.0	0.396	0.733	0.8246478942154943
RPS29	RPS17	0.0	0.983	0.962	0.9992975825313343
RPS29	SEC61A1	0.167	0.485	0.775	0.8950463530289307
RPS29	RPS28	0.0	0.995	0.841	0.9991355698334531
RPS29	RPS3	0.219	0.994	0.958	0.9997859997107692
RPS29	RPL18A	0.0	0.995	0.805	0.9989398497957444
RPS29	RPL39	0.0	0.98	0.805	0.9957593991829775
RPS29	RPL7	0.111	0.986	0.898	0.9986196387660504
RPS29	RACK1	0.0	0.977	0.805	0.9951233090604242
RPS29	MRPL11	0.167	0.501	0.558	0.8002298470882838
RPS29	RPL3	0.135	0.989	0.763	0.9975480030575818
RPS29	RPL27	0.135	0.993	0.962	0.9997498154251311
RPS29	RPL7A	0.074	0.989	0.805	0.9978402620038904
RPS29	SRP68	0.0	0.182	0.803	0.8247805489077191
RPS29	EIF3F	0.0	0.873	0.703	0.9589868660981362
RPS29	RPL21	0.0	0.996	0.805	0.9991518798365955
RPS29	MRPS9	0.219	0.531	0.711	0.8848975666562645
RPS29	RPL31	0.0	0.987	0.805	0.9972436094689354
RPS29	SRP14	0.0	0.421	0.802	0.8753459079833116
RPS29	RPL24	0.0	0.985	0.805	0.9968195493872332
RPS29	RPL26L1	0.135	0.823	0.867	0.9778586651241028
RPS29	FAU	0.0	0.981	0.845	0.9967978027163766
RPS29	RPL4	0.135	0.952	0.8	0.9909707822603706
RPS29	RPS15A	0.167	0.997	0.841	0.9995679578027599
RPS29	RPS27L	0.0	0.84	0.775	0.9608559924582545
RPS29	RPS13	0.0	0.997	0.955	0.9998532099717184
RPS29	RPL36	0.0	0.996	0.805	0.9991518798365955
RPS29	RPL38	0.0	0.991	0.805	0.9980917296323399
